LAnkle;LBigToe;LEar;LElbow;LEye;LHeel;LHip;LKnee;LShoulder;LSmallToe;LWrist;MidHip;Neck;Nose;RAnkle;RBigToe;REar;RElbow;REye;RHeel;RHip;RKnee;RShoulder;RSmallToe;RWrist;time
(0.0, 0);(0.0, 0);(308.497, 168.511);(318.5, 84.50899999999999);(293.499, 169.478);(0.0, 0);(307.495, 61.513000000000005);(267.505, 21.519000000000005);(323.465, 131.496);(0.0, 0);(291.522, 64.499);(291.523, 65.52600000000001);(298.502, 136.508);(286.496, 162.50799999999998);(258.468, 0.4759999999999991);(0.0, 0);(0.0, 0);(266.477, 105.458);(283.512, 169.51600000000002);(258.47, 0.4700000000000273);(276.481, 68.5);(236.459, 36.51599999999999);(274.465, 138.512);(0.0, 0);(252.499, 85.488);9.52
(0.0, 0);(0.0, 0);(308.513, 167.515);(320.482, 88.47);(294.505, 169.47199999999998);(0.0, 0);(307.506, 62.510999999999996);(267.51, 19.52600000000001);(323.477, 131.506);(0.0, 0);(291.473, 66.488);(291.51, 66.471);(299.457, 136.513);(287.52, 162.50400000000002);(258.477, 0.4759999999999991);(0.0, 0);(278.489, 169.49);(264.513, 105.52199999999999);(284.454, 169.519);(258.476, 0.47100000000000364);(275.518, 69.482);(236.471, 36.50200000000001);(274.51, 138.532);(0.0, 0);(251.463, 88.51599999999999);9.56
(0.0, 0);(0.0, 0);(309.493, 168.48000000000002);(317.496, 84.517);(296.487, 169.47199999999998);(0.0, 0);(307.492, 64.47200000000001);(267.509, 21.492999999999995);(323.478, 131.497);(0.0, 0);(289.478, 66.50299999999999);(291.486, 66.501);(299.449, 137.452);(289.495, 162.494);(0.0, 0);(0.0, 0);(0.0, 0);(264.486, 106.51499999999999);(284.499, 169.51999999999998);(0.0, 0);(275.488, 69.51400000000001);(236.462, 35.535);(274.493, 139.491);(0.0, 0);(250.505, 91.524);9.6
(0.0, 0);(0.0, 0);(309.535, 168.485);(316.524, 86.48400000000001);(297.482, 169.47199999999998);(0.0, 0);(307.507, 63.506);(267.531, 20.524);(323.49, 131.497);(0.0, 0);(287.485, 66.54400000000001);(291.478, 66.465);(299.454, 136.512);(290.475, 162.493);(0.0, 0);(0.0, 0);(0.0, 0);(260.462, 98.499);(284.531, 169.513);(0.0, 0);(274.513, 68.483);(236.461, 36.48599999999999);(274.49, 138.54);(0.0, 0);(251.462, 92.494);9.64
(0.0, 0);(0.0, 0);(310.496, 168.469);(317.489, 83.531);(298.48, 169.462);(0.0, 0);(307.478, 61.502999999999986);(267.543, 20.50399999999999);(323.482, 131.502);(0.0, 0);(285.5, 72.471);(291.462, 65.494);(299.483, 137.466);(291.445, 162.495);(0.0, 0);(0.0, 0);(280.522, 170.4953);(262.504, 107.501);(285.487, 169.524);(0.0, 0);(274.498, 67.499);(236.467, 36.508999999999986);(275.462, 139.536);(0.0, 0);(251.485, 90.512);9.68
(0.0, 0);(0.0, 0);(312.495, 168.482);(316.477, 85.48599999999999);(299.464, 169.45999999999998);(0.0, 0);(307.481, 62.502999999999986);(267.531, 20.495000000000005);(323.486, 131.505);(0.0, 0);(282.492, 74.489);(290.512, 65.50999999999999);(299.492, 137.474);(291.495, 162.48399999999998);(0.0, 0);(0.0, 0);(282.516, 170.4896);(261.524, 107.53200000000001);(285.538, 169.53199999999998);(0.0, 0);(273.5, 67.49700000000001);(236.461, 36.49600000000001);(275.499, 140.501);(0.0, 0);(251.479, 88.47399999999999);9.72
(0.0, 0);(0.0, 0);(178.514, 162.524);(188.512, 93.49000000000001);(171.535, 168.481);(0.0, 0);(181.522, 58.486999999999995);(204.539, 27.502999999999986);(182.523, 133.516);(0.0, 0);(221.501, 79.489);(165.518, 57.49199999999999);(162.475, 130.535);(165.523, 161.546);(0.0, 0);(0.0, 0);(149.512, 162.5);(137.503, 83.525);(160.481, 167.505);(0.0, 0);(149.508, 55.510999999999996);(187.488, 22.49000000000001);(139.459, 129.518);(0.0, 0);(175.509, 81.53);9.76
(0.0, 0);(0.0, 0);(179.438, 162.53300000000002);(188.476, 96.47300000000001);(171.536, 168.485);(0.0, 0);(181.529, 57.50999999999999);(203.498, 24.50800000000001);(183.497, 134.494);(0.0, 0);(216.49, 80.48500000000001);(165.525, 56.50399999999999);(162.488, 130.544);(165.526, 161.54500000000002);(0.0, 0);(0.0, 0);(150.49, 162.49200000000002);(136.513, 84.518);(160.49, 167.499);(0.0, 0);(149.504, 54.50800000000001);(160.5, 9.517999999999972);(139.466, 129.528);(0.0, 0);(176.494, 82.52000000000001);9.8
(0.0, 0);(0.0, 0);(179.438, 162.526);(189.511, 90.529);(171.544, 168.46800000000002);(0.0, 0);(181.519, 59.497000000000014);(205.529, 31.50200000000001);(183.501, 133.512);(0.0, 0);(224.509, 83.49100000000001);(165.51, 58.50200000000001);(162.487, 130.54);(165.53, 161.537);(0.0, 0);(0.0, 0);(150.502, 162.51600000000002);(134.504, 86.50800000000001);(160.515, 167.493);(0.0, 0);(149.499, 57.483000000000004);(186.508, 22.504999999999995);(139.458, 129.529);(0.0, 0);(143.492, 67.52699999999999);9.84
(0.0, 0);(0.0, 0);(179.454, 162.52800000000002);(188.532, 90.483);(172.465, 168.47199999999998);(0.0, 0);(181.5, 58.512);(204.542, 27.497000000000014);(183.498, 133.506);(0.0, 0);(225.501, 85.50800000000001);(165.5, 57.507000000000005);(162.486, 130.534);(165.53, 161.526);(0.0, 0);(0.0, 0);(150.515, 162.503);(135.49, 86.50999999999999);(160.511, 167.497);(0.0, 0);(149.505, 56.47399999999999);(186.5, 22.491000000000014);(139.454, 129.52);(0.0, 0);(147.525, 66.531);9.88
(0.0, 0);(0.0, 0);(179.454, 162.494);(188.498, 93.49100000000001);(172.472, 167.51600000000002);(0.0, 0);(181.512, 60.49600000000001);(205.52, 31.488);(183.5, 133.504);(0.0, 0);(212.514, 88.507);(165.529, 58.52000000000001);(162.481, 130.532);(165.538, 161.523);(0.0, 0);(0.0, 0);(150.5, 162.49099999999999);(133.51, 87.50899999999999);(160.516, 167.503);(0.0, 0);(149.52, 57.482);(186.475, 21.491000000000014);(139.455, 129.52);(0.0, 0);(144.499, 70.501);9.92
(0.0, 0);(0.0, 0);(179.447, 162.50799999999998);(188.518, 90.493);(172.466, 168.46800000000002);(0.0, 0);(181.501, 59.512);(205.524, 31.49600000000001);(183.487, 133.51);(0.0, 0);(227.493, 87.494);(165.529, 58.497000000000014);(162.472, 130.536);(165.539, 161.52800000000002);(0.0, 0);(0.0, 0);(150.493, 162.495);(133.52, 86.506);(160.511, 167.50400000000002);(0.0, 0);(149.528, 57.47);(186.492, 21.49000000000001);(139.452, 129.52);(0.0, 0);(147.498, 67.52799999999999);9.96
(0.0, 0);(0.0, 0);(179.438, 162.519);(188.534, 89.52199999999999);(172.486, 168.488);(0.0, 0);(181.518, 63.506);(205.493, 32.497000000000014);(183.484, 133.507);(0.0, 0);(227.475, 87.476);(167.496, 60.508999999999986);(162.49, 130.541);(166.517, 161.535);(0.0, 0);(0.0, 0);(149.528, 162.503);(133.515, 86.513);(161.487, 167.51);(0.0, 0);(152.493, 58.518);(186.467, 23.506);(139.473, 129.532);(0.0, 0);(147.464, 67.483);10.0
(0.0, 0);(0.0, 0);(178.51, 162.5);(187.535, 93.50299999999999);(172.474, 167.512);(0.0, 0);(180.484, 64.48500000000001);(204.547, 32.50399999999999);(182.521, 133.506);(0.0, 0);(213.485, 84.49000000000001);(165.494, 61.49799999999999);(162.488, 130.543);(166.517, 161.526);(0.0, 0);(0.0, 0);(149.531, 162.501);(134.504, 87.512);(161.502, 167.49);(0.0, 0);(150.507, 58.52799999999999);(186.466, 23.498999999999995);(139.473, 129.543);(0.0, 0);(178.483, 86.51499999999999);10.040000000000001
(0.0, 0);(0.0, 0);(178.502, 162.493);(188.47, 94.50899999999999);(172.472, 167.50900000000001);(0.0, 0);(181.485, 63.485000000000014);(205.49, 32.513000000000005);(183.492, 133.511);(0.0, 0);(218.493, 80.517);(166.49, 60.512);(162.496, 130.547);(166.515, 161.53);(0.0, 0);(0.0, 0);(149.526, 162.511);(135.496, 87.5);(161.503, 167.49200000000002);(0.0, 0);(151.498, 58.52000000000001);(186.47, 23.492999999999995);(139.477, 130.461);(0.0, 0);(178.515, 83.495);10.08
(0.0, 0);(0.0, 0);(178.507, 162.49599999999998);(188.493, 89.5);(172.475, 167.517);(0.0, 0);(182.499, 64.46600000000001);(205.493, 32.507000000000005);(183.498, 133.512);(0.0, 0);(221.489, 80.476);(167.5, 61.502999999999986);(162.498, 130.541);(166.519, 161.53);(0.0, 0);(0.0, 0);(149.52, 162.514);(137.482, 86.50399999999999);(161.501, 167.495);(0.0, 0);(151.505, 59.488);(186.466, 23.504999999999995);(139.473, 129.535);(0.0, 0);(179.494, 82.489);10.120000000000001
(0.0, 0);(0.0, 0);(178.511, 162.487);(188.486, 90.487);(172.476, 167.511);(0.0, 0);(182.519, 62.49799999999999);(205.502, 33.47999999999999);(182.518, 133.503);(0.0, 0);(216.502, 75.529);(167.502, 59.52799999999999);(162.478, 130.542);(166.518, 161.53);(0.0, 0);(0.0, 0);(149.517, 162.50799999999998);(138.483, 86.489);(161.502, 167.49200000000002);(0.0, 0);(151.505, 58.502999999999986);(185.514, 24.47800000000001);(139.464, 129.542);(0.0, 0);(178.488, 81.52699999999999);10.16
(0.0, 0);(0.0, 0);(178.51, 162.486);(188.517, 92.494);(172.476, 167.512);(0.0, 0);(184.494, 63.482);(205.499, 33.494);(183.484, 134.488);(0.0, 0);(211.461, 74.483);(168.49, 59.53299999999999);(162.484, 130.553);(166.519, 161.531);(0.0, 0);(0.0, 0);(149.518, 162.50400000000002);(138.493, 86.495);(161.502, 167.49200000000002);(0.0, 0);(151.505, 58.49799999999999);(186.468, 25.46199999999999);(139.464, 130.46);(0.0, 0);(179.51, 80.50999999999999);10.200000000000001
(0.0, 0);(0.0, 0);(178.511, 162.489);(188.501, 90.505);(172.476, 167.515);(0.0, 0);(185.502, 59.524);(205.496, 32.48400000000001);(183.488, 134.493);(0.0, 0);(211.46, 73.512);(168.515, 58.518);(162.495, 130.555);(166.518, 161.531);(0.0, 0);(0.0, 0);(149.52, 162.505);(138.5, 85.506);(161.5, 167.49099999999999);(0.0, 0);(151.513, 57.492999999999995);(186.473, 25.47);(139.475, 130.459);(0.0, 0);(178.478, 79.49799999999999);10.24
(0.0, 0);(0.0, 0);(178.513, 162.488);(188.507, 91.49700000000001);(172.475, 167.515);(0.0, 0);(185.497, 59.512);(205.495, 30.501000000000005);(183.485, 134.499);(0.0, 0);(210.484, 72.513);(168.511, 58.50800000000001);(162.495, 130.556);(166.515, 161.531);(0.0, 0);(0.0, 0);(149.525, 162.505);(138.485, 87.47800000000001);(161.5, 167.49099999999999);(0.0, 0);(151.506, 57.48400000000001);(186.509, 24.49799999999999);(139.477, 130.461);(0.0, 0);(178.471, 79.49100000000001);10.28
(0.0, 0);(0.0, 0);(178.513, 162.487);(188.524, 92.50800000000001);(172.474, 167.51600000000002);(0.0, 0);(186.472, 60.504999999999995);(205.5, 29.494);(182.524, 134.501);(0.0, 0);(208.494, 72.49799999999999);(169.495, 58.531000000000006);(162.493, 130.555);(166.513, 161.531);(0.0, 0);(0.0, 0);(149.524, 162.502);(138.508, 87.482);(161.497, 167.49099999999999);(0.0, 0);(152.49, 57.502999999999986);(186.504, 24.497000000000014);(139.481, 130.459);(0.0, 0);(177.487, 78.51400000000001);10.32
(0.0, 0);(0.0, 0);(178.51, 162.49599999999998);(188.527, 94.505);(172.467, 168.47199999999998);(0.0, 0);(186.475, 62.49000000000001);(205.51, 28.501000000000005);(182.52, 134.512);(0.0, 0);(208.504, 73.44399999999999);(169.51, 59.513000000000005);(162.487, 130.555);(166.507, 161.539);(0.0, 0);(0.0, 0);(149.522, 162.489);(138.5, 86.49700000000001);(161.48, 167.494);(0.0, 0);(153.49, 57.53200000000001);(186.493, 23.51599999999999);(139.482, 129.538);(0.0, 0);(176.504, 79.488);10.36
(0.0, 0);(0.0, 0);(178.508, 162.497);(188.497, 96.465);(172.46, 168.47899999999998);(0.0, 0);(186.468, 63.485000000000014);(205.508, 29.507000000000005);(182.514, 134.514);(0.0, 0);(206.498, 73.453);(169.505, 60.49000000000001);(162.486, 130.558);(166.497, 161.546);(0.0, 0);(0.0, 0);(149.523, 162.473);(138.492, 87.48500000000001);(160.507, 167.493);(0.0, 0);(153.491, 58.489000000000004);(186.481, 24.483000000000004);(139.485, 129.542);(0.0, 0);(175.508, 80.46799999999999);10.4
(0.0, 0);(0.0, 0);(179.44, 162.50400000000002);(188.519, 96.47800000000001);(172.456, 168.49);(0.0, 0);(186.487, 63.495000000000005);(205.501, 28.507000000000005);(183.483, 134.516);(0.0, 0);(205.499, 73.501);(170.474, 59.53);(162.494, 131.482);(165.54, 162.45600000000002);(0.0, 0);(0.0, 0);(149.527, 162.485);(138.471, 87.495);(160.489, 167.511);(0.0, 0);(153.507, 58.471000000000004);(186.484, 24.48400000000001);(139.489, 130.458);(0.0, 0);(174.522, 80.47300000000001);10.44
(0.0, 0);(0.0, 0);(178.515, 162.494);(188.511, 96.47999999999999);(171.542, 168.49);(0.0, 0);(186.477, 64.47300000000001);(205.504, 28.495000000000005);(183.483, 134.512);(0.0, 0);(205.512, 73.50800000000001);(169.512, 60.512);(162.495, 131.482);(165.53, 162.457);(0.0, 0);(0.0, 0);(149.515, 162.476);(138.481, 87.49799999999999);(159.515, 168.459);(0.0, 0);(153.499, 58.49199999999999);(186.473, 24.488);(139.491, 130.461);(0.0, 0);(175.511, 80.475);10.48
(0.0, 0);(0.0, 0);(178.516, 162.49);(188.511, 96.46700000000001);(171.539, 168.486);(0.0, 0);(186.474, 64.47900000000001);(205.502, 28.497000000000014);(183.484, 134.514);(0.0, 0);(205.529, 73.477);(170.467, 60.513000000000005);(162.5, 131.482);(165.522, 162.459);(0.0, 0);(0.0, 0);(149.505, 162.481);(138.492, 87.493);(159.508, 168.463);(0.0, 0);(154.469, 58.497000000000014);(186.48, 24.473000000000013);(139.497, 130.46);(0.0, 0);(175.507, 80.47900000000001);10.52
(0.0, 0);(0.0, 0);(178.513, 162.494);(188.504, 96.47399999999999);(171.532, 168.487);(0.0, 0);(185.504, 63.502999999999986);(205.502, 29.506);(182.525, 134.513);(0.0, 0);(206.491, 73.47900000000001);(169.496, 60.498999999999995);(162.498, 131.483);(165.513, 162.459);(0.0, 0);(0.0, 0);(149.502, 162.483);(138.496, 87.49000000000001);(159.497, 168.465);(0.0, 0);(153.494, 58.497000000000014);(186.468, 24.489000000000004);(139.497, 130.461);(0.0, 0);(176.498, 80.46600000000001);10.56
(0.0, 0);(0.0, 0);(178.514, 162.49599999999998);(188.523, 95.512);(171.53, 168.487);(0.0, 0);(186.482, 63.49000000000001);(205.499, 27.514999999999986);(183.486, 134.505);(0.0, 0);(205.522, 73.50200000000001);(170.47, 60.491000000000014);(162.5, 130.557);(165.512, 162.457);(0.0, 0);(0.0, 0);(149.501, 162.486);(138.489, 87.50800000000001);(159.499, 168.464);(0.0, 0);(153.506, 58.497000000000014);(186.472, 24.485000000000014);(139.497, 130.46);(0.0, 0);(176.512, 80.494);10.6
(0.0, 0);(0.0, 0);(178.514, 162.495);(188.528, 96.477);(171.531, 168.487);(0.0, 0);(185.507, 62.486999999999995);(205.502, 28.504999999999995);(183.486, 134.502);(0.0, 0);(205.486, 73.524);(169.482, 59.51400000000001);(162.493, 130.554);(165.512, 162.457);(0.0, 0);(0.0, 0);(149.507, 162.487);(138.506, 87.487);(159.502, 168.465);(0.0, 0);(152.497, 58.49000000000001);(186.478, 24.495000000000005);(139.491, 130.457);(0.0, 0);(177.511, 80.50299999999999);10.64
(0.0, 0);(0.0, 0);(178.516, 162.49599999999998);(188.487, 95.50299999999999);(171.532, 168.487);(0.0, 0);(185.491, 60.513000000000005);(205.497, 30.495000000000005);(183.484, 134.495);(0.0, 0);(204.54, 73.537);(168.492, 59.489000000000004);(162.498, 130.552);(165.513, 162.457);(0.0, 0);(0.0, 0);(149.507, 162.481);(138.471, 87.494);(159.501, 168.464);(0.0, 0);(151.497, 57.52799999999999);(186.492, 24.506);(139.497, 130.462);(0.0, 0);(176.51, 81.47800000000001);10.68
(0.0, 0);(0.0, 0);(178.515, 162.498);(187.536, 96.511);(171.531, 168.487);(0.0, 0);(185.484, 59.50200000000001);(205.496, 31.49199999999999);(183.484, 134.504);(0.0, 0);(204.511, 74.489);(168.506, 58.497000000000014);(162.5, 130.555);(165.513, 162.458);(0.0, 0);(0.0, 0);(149.508, 162.48000000000002);(137.507, 88.47200000000001);(159.501, 168.464);(0.0, 0);(151.5, 57.48400000000001);(186.505, 25.485000000000014);(139.496, 130.464);(0.0, 0);(177.491, 81.5);10.72
(0.0, 0);(0.0, 0);(178.51, 162.513);(187.451, 94.501);(171.528, 168.503);(0.0, 0);(182.519, 62.495000000000005);(205.49, 32.498999999999995);(182.513, 133.517);(0.0, 0);(205.485, 74.53899999999999);(167.495, 59.525000000000006);(162.492, 130.545);(165.51, 162.469);(0.0, 0);(0.0, 0);(149.51, 162.489);(137.497, 87.481);(159.499, 168.48000000000002);(0.0, 0);(151.492, 58.50999999999999);(186.502, 25.477000000000004);(139.489, 130.46);(0.0, 0);(175.501, 81.518);10.76
(0.0, 0);(0.0, 0);(178.507, 162.51999999999998);(187.511, 95.511);(171.526, 168.512);(0.0, 0);(184.502, 60.504999999999995);(205.497, 32.49600000000001);(182.52, 134.493);(0.0, 0);(207.488, 76.487);(168.489, 59.5);(162.494, 130.547);(165.506, 162.47899999999998);(0.0, 0);(0.0, 0);(149.514, 162.489);(137.49, 86.50800000000001);(159.494, 168.488);(0.0, 0);(151.498, 58.502999999999986);(186.51, 24.51599999999999);(139.487, 129.543);(0.0, 0);(174.517, 81.536);10.8
(0.0, 0);(0.0, 0);(178.509, 162.523);(187.491, 95.493);(171.528, 169.442);(0.0, 0);(184.513, 62.491000000000014);(205.495, 32.494);(182.524, 134.493);(0.0, 0);(205.505, 76.51400000000001);(169.48, 60.49799999999999);(162.497, 130.548);(165.504, 162.49099999999999);(0.0, 0);(0.0, 0);(149.516, 162.487);(136.513, 87.506);(159.486, 168.5);(0.0, 0);(152.501, 59.489000000000004);(186.491, 24.483000000000004);(139.487, 129.542);(0.0, 0);(176.495, 82.464);10.84
(0.0, 0);(0.0, 0);(178.508, 162.506);(187.476, 95.482);(171.531, 169.441);(0.0, 0);(185.483, 61.513000000000005);(205.501, 32.50800000000001);(182.525, 134.498);(0.0, 0);(205.496, 76.505);(169.48, 60.50200000000001);(162.497, 130.553);(165.507, 162.503);(0.0, 0);(0.0, 0);(149.519, 162.487);(136.494, 88.481);(159.494, 168.511);(0.0, 0);(152.509, 59.486999999999995);(185.517, 24.485000000000014);(139.488, 130.462);(0.0, 0);(175.488, 82.476);10.88
(0.0, 0);(0.0, 0);(178.508, 162.50400000000002);(187.473, 94.513);(171.531, 168.51999999999998);(0.0, 0);(184.506, 62.48599999999999);(205.489, 32.50200000000001);(183.489, 134.504);(0.0, 0);(205.502, 76.50999999999999);(169.482, 60.492999999999995);(162.502, 130.552);(165.507, 162.503);(0.0, 0);(0.0, 0);(149.522, 162.49200000000002);(137.487, 87.50999999999999);(159.497, 168.511);(0.0, 0);(152.513, 58.53299999999999);(186.482, 23.502999999999986);(139.49, 129.542);(0.0, 0);(175.501, 82.488);10.92
(0.0, 0);(0.0, 0);(178.507, 162.5);(187.484, 95.49600000000001);(171.531, 168.519);(0.0, 0);(184.498, 61.507000000000005);(205.486, 33.47800000000001);(183.488, 134.506);(0.0, 0);(205.489, 77.48599999999999);(168.509, 60.486999999999995);(162.497, 130.552);(165.507, 162.503);(0.0, 0);(0.0, 0);(149.522, 162.49099999999999);(137.481, 87.50800000000001);(159.497, 168.512);(0.0, 0);(152.509, 58.52199999999999);(186.492, 24.476);(139.485, 129.542);(0.0, 0);(174.516, 82.489);10.96
(0.0, 0);(0.0, 0);(178.505, 162.502);(187.484, 95.495);(171.53, 168.51999999999998);(0.0, 0);(184.482, 62.488);(205.49, 33.474999999999994);(183.492, 134.507);(0.0, 0);(204.544, 77.488);(168.507, 60.5);(162.5, 130.553);(165.507, 162.50400000000002);(0.0, 0);(0.0, 0);(149.522, 162.49);(136.499, 88.476);(159.498, 168.51);(0.0, 0);(152.509, 58.536);(186.48, 23.51599999999999);(139.485, 129.542);(0.0, 0);(174.503, 82.49700000000001);11.0
(0.0, 0);(0.0, 0);(178.506, 162.502);(187.495, 96.49600000000001);(171.529, 168.51999999999998);(0.0, 0);(183.512, 62.501000000000005);(205.492, 33.476);(183.495, 134.505);(0.0, 0);(204.473, 78.48599999999999);(168.5, 60.50399999999999);(162.5, 130.552);(165.507, 162.502);(0.0, 0);(0.0, 0);(149.525, 162.489);(136.499, 88.481);(159.498, 168.50799999999998);(0.0, 0);(152.51, 58.541);(186.469, 24.47200000000001);(139.482, 129.542);(0.0, 0);(175.491, 82.493);11.040000000000001
(0.0, 0);(0.0, 0);(178.509, 162.49200000000002);(187.485, 95.507);(171.534, 168.519);(0.0, 0);(183.503, 62.497000000000014);(205.495, 33.476);(183.496, 134.498);(0.0, 0);(204.485, 76.519);(168.485, 60.501000000000005);(162.5, 130.549);(165.51, 162.50799999999998);(0.0, 0);(0.0, 0);(149.524, 162.486);(136.503, 88.471);(159.499, 168.514);(0.0, 0);(152.497, 58.53800000000001);(186.467, 24.485000000000014);(139.482, 129.539);(0.0, 0);(173.534, 82.49100000000001);11.08
(0.0, 0);(0.0, 0);(178.506, 162.485);(187.496, 96.49000000000001);(171.536, 168.519);(0.0, 0);(184.486, 62.506);(205.493, 32.510999999999996);(183.497, 134.5);(0.0, 0);(203.537, 76.52000000000001);(168.503, 60.518);(162.501, 130.55);(165.511, 162.511);(0.0, 0);(0.0, 0);(149.523, 162.487);(136.509, 87.50999999999999);(159.5, 169.439);(0.0, 0);(152.509, 59.497000000000014);(186.466, 24.514999999999986);(139.482, 129.542);(0.0, 0);(173.504, 82.493);11.120000000000001
(0.0, 0);(0.0, 0);(308.461, 166.5);(339.534, 88.47800000000001);(296.487, 168.495);(0.0, 0);(307.508, 60.506);(264.505, 28.52199999999999);(323.476, 133.487);(0.0, 0);(307.486, 69.51499999999999);(291.513, 65.47999999999999);(299.474, 136.516);(290.466, 162.454);(256.485, 0.47100000000000364);(0.0, 0);(278.529, 166.501);(260.552, 105.50800000000001);(284.498, 169.45600000000002);(258.483, 0.4700000000000273);(275.516, 67.499);(240.512, 38.485000000000014);(275.478, 138.476);(0.0, 0);(260.519, 90.519);11.16
(0.0, 0);(0.0, 0);(178.508, 162.489);(187.491, 96.49199999999999);(171.537, 169.44299999999998);(0.0, 0);(183.485, 62.50200000000001);(205.504, 31.506);(183.497, 134.503);(0.0, 0);(204.469, 76.519);(167.491, 60.498999999999995);(162.501, 130.553);(165.511, 162.513);(0.0, 0);(0.0, 0);(149.52, 162.495);(136.487, 88.476);(159.496, 169.441);(0.0, 0);(150.519, 58.528999999999996);(186.506, 24.477000000000004);(139.484, 130.458);(0.0, 0);(173.509, 82.47399999999999);11.200000000000001
(0.0, 0);(0.0, 0);(178.507, 162.482);(187.516, 97.481);(171.536, 169.44);(0.0, 0);(183.511, 62.506);(205.526, 32.49199999999999);(183.498, 134.502);(0.0, 0);(204.494, 77.49600000000001);(167.504, 60.5);(162.5, 130.551);(165.512, 162.512);(0.0, 0);(0.0, 0);(149.514, 162.489);(136.49, 87.49700000000001);(159.498, 168.517);(0.0, 0);(151.488, 58.536);(187.492, 24.50999999999999);(139.484, 129.541);(0.0, 0);(173.515, 82.465);11.24
(0.0, 0);(0.0, 0);(178.506, 162.487);(187.521, 97.46000000000001);(171.532, 168.517);(0.0, 0);(185.477, 60.50800000000001);(206.485, 31.488);(183.503, 134.5);(0.0, 0);(204.518, 76.49000000000001);(168.492, 59.49199999999999);(162.502, 130.548);(165.51, 162.507);(0.0, 0);(0.0, 0);(149.522, 162.49200000000002);(137.504, 85.49799999999999);(159.503, 168.511);(0.0, 0);(151.494, 58.48400000000001);(187.494, 24.5);(139.485, 129.534);(0.0, 0);(173.517, 81.537);11.28
(0.0, 0);(0.0, 0);(306.501, 163.529);(341.505, 94.483);(293.524, 161.449);(0.0, 0);(308.48, 61.506);(266.464, 33.46799999999999);(322.466, 135.478);(0.0, 0);(323.46, 70.481);(292.482, 65.52000000000001);(298.469, 137.474);(290.468, 153.54399999999998);(258.477, 0.4689999999999941);(0.0, 0);(276.563, 161.515);(252.473, 107.53800000000001);(283.53, 160.501);(259.491, 0.4700000000000273);(276.492, 68.48599999999999);(243.485, 36.49199999999999);(274.468, 138.478);(0.0, 0);(251.456, 89.46600000000001);11.32
(0.0, 0);(0.0, 0);(178.5, 162.487);(187.539, 98.475);(171.525, 168.507);(0.0, 0);(182.509, 63.494);(205.513, 32.506);(183.498, 134.514);(0.0, 0);(198.488, 75.52600000000001);(166.498, 61.49600000000001);(162.504, 130.552);(165.507, 162.495);(0.0, 0);(0.0, 0);(149.517, 162.477);(138.476, 85.493);(159.5, 168.49599999999998);(0.0, 0);(150.502, 59.510999999999996);(186.478, 25.47999999999999);(139.494, 129.538);(0.0, 0);(173.491, 81.49799999999999);11.36
(0.0, 0);(0.0, 0);(178.512, 162.502);(187.542, 98.48500000000001);(171.529, 168.51);(0.0, 0);(182.514, 63.501000000000005);(206.488, 33.49799999999999);(183.496, 134.509);(0.0, 0);(200.499, 75.52699999999999);(166.515, 61.504999999999995);(162.5, 130.547);(165.506, 162.494);(0.0, 0);(0.0, 0);(149.538, 162.49200000000002);(138.49, 85.49199999999999);(159.517, 168.49);(0.0, 0);(150.519, 59.51599999999999);(186.488, 25.498999999999995);(139.487, 129.534);(0.0, 0);(172.535, 81.476);11.4
(0.0, 0);(0.0, 0);(305.478, 162.503);(336.496, 95.48400000000001);(292.559, 155.499);(0.0, 0);(307.508, 62.498999999999995);(265.483, 33.471000000000004);(319.501, 135.475);(0.0, 0);(318.514, 70.499);(292.469, 66.49700000000001);(296.499, 137.462);(289.506, 149.513);(258.507, 0.4689999999999941);(0.0, 0);(276.462, 159.477);(249.502, 110.50200000000001);(283.488, 154.541);(259.522, 0.46699999999998454);(276.523, 70.506);(243.45, 36.48599999999999);(272.483, 138.467);(0.0, 0);(243.51, 89.47200000000001);11.44
(0.0, 0);(0.0, 0);(303.501, 162.469);(332.543, 95.47900000000001);(292.531, 154.526);(0.0, 0);(307.513, 61.502999999999986);(265.498, 33.48599999999999);(319.488, 135.491);(0.0, 0);(316.488, 67.513);(292.476, 65.531);(296.487, 137.474);(289.473, 147.535);(258.47, 0.4700000000000273);(0.0, 0);(275.544, 157.503);(248.491, 109.49799999999999);(283.456, 154.478);(259.467, 0.4700000000000273);(276.53, 68.52099999999999);(242.503, 35.49000000000001);(271.517, 138.484);(0.0, 0);(243.46, 87.507);11.48
(0.0, 0);(0.0, 0);(302.516, 162.459);(331.498, 91.523);(292.51, 154.463);(0.0, 0);(307.482, 62.497000000000014);(265.478, 33.482);(319.487, 135.476);(0.0, 0);(312.495, 65.501);(291.527, 65.523);(295.486, 136.517);(287.505, 146.531);(0.0, 0);(0.0, 0);(275.495, 157.50400000000002);(247.52, 108.506);(282.502, 153.514);(0.0, 0);(276.516, 67.53200000000001);(241.512, 34.55199999999999);(269.524, 137.517);(0.0, 0);(242.489, 88.49199999999999);11.52
