LAnkle;LBigToe;LEar;LElbow;LEye;LHeel;LHip;LKnee;LShoulder;LSmallToe;LWrist;MidHip;Neck;Nose;RAnkle;RBigToe;REar;RElbow;REye;RHeel;RHip;RKnee;RShoulder;RSmallToe;RWrist;time
(202.515, 0.47199999999998);(0.0, 0);(0.0, 0);(189.496, 98.471);(177.491, 169.482);(0.0, 0);(180.485, 68.48400000000001);(204.48, 35.49600000000001);(184.499, 136.46);(0.0, 0);(195.511, 65.487);(164.541, 65.52199999999999);(161.496, 130.532);(174.501, 162.515);(0.0, 0);(0.0, 0);(154.472, 161.487);(139.466, 81.45400000000001);(166.519, 167.497);(0.0, 0);(150.497, 62.508999999999986);(182.522, 25.50800000000001);(137.48, 129.449);(0.0, 0);(164.525, 55.492999999999995);28.36
(202.471, 0.4730000000000132);(0.0, 0);(0.0, 0);(189.489, 98.471);(177.478, 169.537);(0.0, 0);(180.516, 68.48599999999999);(204.483, 34.47399999999999);(185.489, 135.511);(0.0, 0);(195.503, 65.50800000000001);(165.512, 65.519);(162.472, 130.529);(175.493, 162.553);(0.0, 0);(0.0, 0);(154.505, 161.50799999999998);(139.469, 80.51599999999999);(167.493, 168.48000000000002);(0.0, 0);(151.499, 62.50399999999999);(183.495, 24.513000000000005);(137.504, 129.448);(0.0, 0);(164.51, 55.501000000000005);28.400000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(316.512, 90.505);(308.543, 170.4597);(0.0, 0);(308.478, 61.495000000000005);(263.501, 18.504999999999995);(317.527, 135.49);(0.0, 0);(291.541, 58.501000000000005);(291.536, 65.50999999999999);(292.519, 137.461);(307.479, 163.50400000000002);(0.0, 0);(0.0, 0);(283.503, 169.445);(251.512, 102.499);(299.511, 170.4697);(0.0, 0);(276.465, 68.505);(237.503, 34.519000000000005);(267.528, 138.469);(0.0, 0);(244.475, 70.513);28.44
(202.499, 0.4730000000000132);(0.0, 0);(0.0, 0);(189.526, 98.47);(175.511, 170.5392);(0.0, 0);(180.504, 68.49199999999999);(204.501, 34.506);(186.469, 136.472);(0.0, 0);(195.528, 65.489);(165.517, 65.52000000000001);(162.486, 130.53);(175.513, 165.507);(0.0, 0);(0.0, 0);(154.504, 161.529);(139.472, 81.463);(167.506, 169.476);(0.0, 0);(152.491, 62.498999999999995);(182.489, 25.477000000000004);(137.504, 128.511);(0.0, 0);(163.525, 56.512);28.48
(0.0, 0);(0.0, 0);(0.0, 0);(316.49, 90.483);(309.481, 169.506);(0.0, 0);(308.491, 60.51400000000001);(263.497, 18.488);(317.505, 135.5);(0.0, 0);(291.507, 58.48599999999999);(292.484, 65.488);(292.499, 137.462);(307.509, 162.538);(259.455, 0.46800000000001774);(0.0, 0);(284.495, 168.494);(251.529, 103.483);(300.467, 169.505);(0.0, 0);(276.497, 67.524);(237.522, 34.536);(267.512, 138.466);(0.0, 0);(244.481, 70.501);28.52
(0.0, 0);(0.0, 0);(0.0, 0);(316.483, 90.501);(309.483, 169.487);(0.0, 0);(308.468, 60.50999999999999);(263.494, 18.47999999999999);(317.517, 135.499);(0.0, 0);(291.524, 58.510999999999996);(292.464, 65.482);(292.5, 137.462);(307.513, 162.522);(258.487, 0.4689999999999941);(0.0, 0);(284.517, 168.48399999999998);(251.536, 103.487);(300.476, 169.494);(0.0, 0);(276.479, 67.517);(237.497, 34.53999999999999);(267.508, 138.466);(0.0, 0);(244.484, 70.481);28.560000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(316.492, 90.523);(309.481, 169.488);(0.0, 0);(308.481, 60.510999999999996);(263.492, 18.480999999999995);(317.512, 135.507);(0.0, 0);(291.533, 58.54599999999999);(292.483, 65.482);(292.502, 137.466);(307.514, 162.524);(258.466, 0.4700000000000273);(0.0, 0);(284.512, 168.482);(251.541, 103.49799999999999);(300.476, 169.495);(259.479, 0.46699999999998454);(276.509, 67.51499999999999);(237.496, 34.53999999999999);(267.51, 138.47);(0.0, 0);(244.479, 70.49799999999999);28.6
(0.0, 0);(0.0, 0);(0.0, 0);(316.492, 90.53899999999999);(309.482, 169.489);(0.0, 0);(308.485, 60.498999999999995);(263.505, 18.476);(317.505, 135.513);(0.0, 0);(291.53, 58.535);(292.493, 65.465);(292.497, 137.467);(307.514, 162.525);(257.496, 0.47100000000000364);(0.0, 0);(284.511, 168.47899999999998);(252.454, 103.51599999999999);(300.478, 169.495);(259.472, 0.4689999999999941);(276.525, 67.487);(237.501, 35.48400000000001);(267.509, 138.47);(0.0, 0);(244.484, 71.505);28.64
(0.0, 0);(0.0, 0);(0.0, 0);(316.463, 90.52099999999999);(309.483, 169.489);(0.0, 0);(308.472, 60.498999999999995);(263.487, 18.468999999999994);(317.504, 135.502);(0.0, 0);(291.512, 58.507000000000005);(292.481, 65.46799999999999);(292.497, 137.465);(307.514, 162.524);(257.487, 0.4700000000000273);(0.0, 0);(284.512, 168.474);(252.458, 103.47900000000001);(300.477, 169.49599999999998);(258.502, 0.4689999999999941);(276.508, 67.49199999999999);(237.501, 35.485000000000014);(267.508, 138.473);(0.0, 0);(244.487, 71.507);28.68
(0.0, 0);(0.0, 0);(0.0, 0);(315.535, 90.5);(309.484, 169.49);(0.0, 0);(308.471, 60.508999999999986);(263.493, 18.473000000000013);(317.494, 135.492);(0.0, 0);(291.529, 58.53);(292.482, 65.47399999999999);(292.494, 137.465);(307.515, 162.526);(257.501, 0.4689999999999941);(0.0, 0);(284.513, 168.471);(252.477, 103.49000000000001);(300.479, 169.497);(259.478, 0.46699999999998454);(276.508, 67.501);(237.51, 35.480999999999995);(267.509, 138.479);(0.0, 0);(244.502, 72.482);28.72
(0.0, 0);(0.0, 0);(0.0, 0);(316.462, 90.53200000000001);(309.481, 169.495);(0.0, 0);(308.468, 60.50999999999999);(263.49, 18.476);(317.5, 135.506);(0.0, 0);(292.471, 59.49199999999999);(292.481, 65.47300000000001);(292.495, 137.466);(307.511, 162.531);(257.505, 0.4700000000000273);(0.0, 0);(284.504, 168.489);(252.475, 101.50800000000001);(300.474, 169.49599999999998);(0.0, 0);(276.512, 67.499);(237.523, 34.537000000000006);(267.51, 138.474);(0.0, 0);(244.495, 71.487);28.76
(0.0, 0);(0.0, 0);(0.0, 0);(316.478, 90.52799999999999);(309.484, 169.494);(0.0, 0);(308.476, 60.513000000000005);(262.524, 18.477000000000004);(317.501, 135.498);(0.0, 0);(292.462, 58.548);(292.483, 65.477);(292.497, 137.463);(307.508, 162.529);(258.495, 0.46800000000001774);(0.0, 0);(284.498, 168.478);(252.48, 101.487);(300.47, 169.495);(0.0, 0);(276.509, 67.50200000000001);(237.514, 34.55099999999999);(267.511, 138.474);(0.0, 0);(244.502, 71.505);28.8
(0.0, 0);(0.0, 0);(0.0, 0);(316.486, 91.48500000000001);(309.483, 169.49);(0.0, 0);(308.481, 60.51599999999999);(262.521, 18.465000000000003);(317.497, 135.495);(0.0, 0);(292.485, 59.504999999999995);(292.487, 65.482);(292.5, 137.468);(307.509, 162.526);(258.475, 0.46800000000001774);(0.0, 0);(284.492, 168.478);(252.487, 102.488);(300.468, 169.49599999999998);(0.0, 0);(276.512, 67.512);(237.52, 34.531000000000006);(267.517, 138.48);(0.0, 0);(244.508, 72.476);28.84
(0.0, 0);(0.0, 0);(0.0, 0);(316.495, 90.53899999999999);(308.556, 169.487);(0.0, 0);(308.472, 60.502999999999986);(262.521, 18.467000000000013);(317.496, 135.5);(0.0, 0);(292.484, 59.491000000000014);(292.484, 65.47900000000001);(292.505, 137.469);(307.484, 162.527);(258.474, 0.46800000000001774);(0.0, 0);(284.48, 168.489);(252.502, 102.507);(299.535, 169.5);(0.0, 0);(276.514, 67.51499999999999);(237.519, 34.53999999999999);(267.52, 138.483);(0.0, 0);(244.513, 72.505);28.88
(0.0, 0);(0.0, 0);(0.0, 0);(316.54, 91.523);(308.539, 169.486);(0.0, 0);(308.487, 61.489000000000004);(263.513, 18.479000000000013);(317.497, 135.505);(0.0, 0);(292.508, 59.51400000000001);(292.489, 65.494);(292.512, 137.467);(307.457, 162.53);(258.467, 0.4700000000000273);(0.0, 0);(284.476, 168.49099999999999);(252.483, 100.505);(299.515, 169.49099999999999);(0.0, 0);(276.51, 67.524);(237.521, 34.53800000000001);(267.524, 138.474);(0.0, 0);(244.499, 71.495);28.92
(0.0, 0);(0.0, 0);(0.0, 0);(190.526, 97.50200000000001);(172.462, 171.4934);(0.0, 0);(180.485, 69.483);(204.534, 34.47300000000001);(186.487, 137.457);(0.0, 0);(196.476, 63.486999999999995);(165.485, 66.49100000000001);(162.517, 131.501);(173.539, 167.49599999999998);(0.0, 0);(0.0, 0);(152.502, 159.50799999999998);(139.51, 81.44999999999999);(165.508, 169.459);(0.0, 0);(151.487, 64.481);(184.501, 24.50999999999999);(138.492, 129.484);(0.0, 0);(164.491, 55.510999999999996);28.96
(0.0, 0);(0.0, 0);(0.0, 0);(191.493, 97.476);(172.454, 171.5017);(0.0, 0);(180.483, 68.52199999999999);(204.545, 34.47999999999999);(186.502, 137.462);(0.0, 0);(196.494, 62.488);(164.548, 66.49199999999999);(163.452, 131.508);(173.538, 167.503);(0.0, 0);(0.0, 0);(153.476, 159.51);(139.506, 81.45400000000001);(165.502, 169.462);(0.0, 0);(150.515, 64.481);(184.507, 24.51400000000001);(138.506, 129.494);(0.0, 0);(164.511, 55.47900000000001);29.0
(0.0, 0);(0.0, 0);(308.551, 164.51);(316.477, 91.51400000000001);(304.481, 168.48000000000002);(0.0, 0);(308.508, 61.516999999999996);(263.511, 18.49000000000001);(319.509, 135.502);(0.0, 0);(292.531, 59.52600000000001);(292.505, 65.52799999999999);(293.538, 137.474);(299.503, 161.513);(258.483, 0.4689999999999941);(0.0, 0);(283.488, 165.493);(252.554, 101.519);(292.489, 167.515);(0.0, 0);(276.518, 69.487);(237.518, 34.54599999999999);(268.542, 138.475);(0.0, 0);(244.534, 72.482);29.04
(0.0, 0);(0.0, 0);(0.0, 0);(191.485, 97.50299999999999);(171.516, 171.53820000000002);(0.0, 0);(180.485, 68.52000000000001);(204.531, 33.535);(186.498, 137.467);(0.0, 0);(196.496, 64.49700000000001);(165.483, 66.48500000000001);(163.443, 131.504);(173.493, 167.513);(0.0, 0);(0.0, 0);(150.509, 158.511);(139.512, 81.459);(164.522, 169.453);(0.0, 0);(151.486, 64.46700000000001);(184.504, 24.489000000000004);(138.497, 129.483);(0.0, 0);(164.498, 55.48400000000001);29.080000000000002
(0.0, 0);(0.0, 0);(307.49, 166.493);(316.533, 91.512);(299.471, 166.494);(0.0, 0);(308.518, 62.510999999999996);(263.495, 18.50399999999999);(320.5, 135.509);(0.0, 0);(292.523, 59.51400000000001);(292.499, 66.488);(295.502, 137.492);(292.508, 161.446);(0.0, 0);(0.0, 0);(280.508, 163.529);(254.524, 104.47399999999999);(286.519, 165.497);(0.0, 0);(276.51, 70.488);(238.5, 34.53);(270.491, 138.535);(0.0, 0);(244.549, 72.512);29.12
(0.0, 0);(0.0, 0);(306.486, 164.519);(316.508, 90.50200000000001);(295.52, 164.49200000000002);(0.0, 0);(308.486, 62.486999999999995);(263.493, 18.534999999999997);(320.503, 135.498);(0.0, 0);(292.525, 59.52099999999999);(292.483, 65.52799999999999);(296.481, 137.493);(291.464, 160.481);(0.0, 0);(0.0, 0);(278.499, 163.519);(256.505, 105.465);(284.525, 164.501);(0.0, 0);(276.501, 68.517);(238.492, 34.522999999999996);(270.516, 138.538);(0.0, 0);(245.516, 73.507);29.16
(0.0, 0);(0.0, 0);(307.492, 164.524);(316.493, 90.46799999999999);(292.533, 163.534);(0.0, 0);(308.485, 61.494);(262.523, 18.52799999999999);(321.478, 134.495);(0.0, 0);(293.498, 61.49000000000001);(292.489, 65.50899999999999);(296.504, 137.492);(286.498, 160.461);(0.0, 0);(0.0, 0);(277.498, 164.52100000000002);(257.484, 105.50299999999999);(283.468, 164.50400000000002);(0.0, 0);(276.507, 68.512);(238.491, 35.49199999999999);(271.518, 139.483);(0.0, 0);(245.516, 73.52600000000001);29.2
(0.0, 0);(0.0, 0);(306.499, 165.50900000000001);(316.487, 89.53399999999999);(291.483, 163.49200000000002);(0.0, 0);(308.497, 61.489000000000004);(262.502, 19.48599999999999);(322.466, 134.513);(0.0, 0);(292.553, 59.52199999999999);(292.502, 65.512);(297.496, 137.492);(284.487, 159.49);(0.0, 0);(0.0, 0);(0.0, 0);(257.498, 105.511);(281.474, 163.50799999999998);(0.0, 0);(276.521, 69.48500000000001);(239.501, 34.50800000000001);(272.513, 138.552);(0.0, 0);(245.539, 73.48500000000001);29.240000000000002
(0.0, 0);(0.0, 0);(303.504, 164.51600000000002);(316.471, 89.49199999999999);(287.5, 163.511);(0.0, 0);(308.486, 60.519000000000005);(262.509, 19.501000000000005);(321.498, 134.484);(0.0, 0);(292.555, 59.512);(292.498, 65.50899999999999);(297.495, 137.481);(282.461, 159.506);(0.0, 0);(0.0, 0);(0.0, 0);(257.51, 105.506);(277.507, 164.487);(0.0, 0);(276.516, 69.487);(238.519, 35.498999999999995);(272.506, 139.49);(0.0, 0);(246.499, 74.471);29.28
(0.0, 0);(0.0, 0);(303.492, 165.494);(316.472, 89.49000000000001);(284.509, 163.487);(0.0, 0);(308.523, 61.486999999999995);(262.484, 19.532999999999987);(322.467, 134.483);(0.0, 0);(293.488, 59.486999999999995);(292.511, 65.52099999999999);(298.466, 137.473);(277.531, 159.511);(252.545, 0.4759999999999991);(0.0, 0);(0.0, 0);(258.498, 106.46600000000001);(276.505, 164.486);(0.0, 0);(276.516, 69.50800000000001);(238.517, 34.55099999999999);(273.485, 139.482);(0.0, 0);(246.499, 74.49799999999999);29.32
(0.0, 0);(0.0, 0);(301.512, 163.493);(316.508, 89.495);(283.543, 163.49599999999998);(0.0, 0);(308.516, 60.513000000000005);(262.492, 20.512);(322.494, 132.526);(0.0, 0);(293.519, 59.525000000000006);(292.513, 65.505);(298.501, 137.455);(276.552, 160.47899999999998);(253.529, 0.47199999999998);(0.0, 0);(0.0, 0);(258.47, 105.524);(276.473, 164.526);(254.514, 0.4700000000000273);(276.521, 69.48400000000001);(238.512, 35.519000000000005);(273.509, 138.548);(0.0, 0);(245.539, 73.51599999999999);29.36
(0.0, 0);(0.0, 0);(300.531, 163.50799999999998);(316.498, 89.469);(283.506, 163.49599999999998);(0.0, 0);(308.521, 60.51400000000001);(261.536, 19.52799999999999);(323.46, 132.513);(0.0, 0);(292.551, 58.543000000000006);(292.509, 65.517);(299.448, 137.453);(276.553, 159.49099999999999);(0.0, 0);(0.0, 0);(0.0, 0);(258.483, 105.49700000000001);(276.474, 163.539);(0.0, 0);(276.511, 69.511);(239.485, 34.54900000000001);(274.475, 139.492);(0.0, 0);(245.519, 72.495);29.400000000000002
(0.0, 0);(0.0, 0);(300.501, 163.488);(316.499, 89.46100000000001);(283.486, 163.51999999999998);(0.0, 0);(308.51, 60.495000000000005);(261.505, 21.501000000000005);(323.478, 132.486);(0.0, 0);(292.554, 58.541);(292.509, 65.50200000000001);(299.473, 136.516);(276.544, 159.506);(252.536, 0.47399999999998954);(0.0, 0);(0.0, 0);(259.444, 105.507);(276.482, 163.543);(253.499, 0.47100000000000364);(276.514, 69.493);(238.515, 35.491000000000014);(274.512, 139.484);(0.0, 0);(245.521, 73.453);29.44
(0.0, 0);(0.0, 0);(300.504, 163.482);(316.498, 87.49700000000001);(283.489, 163.515);(0.0, 0);(308.509, 60.501000000000005);(261.506, 21.49600000000001);(323.489, 132.498);(0.0, 0);(292.489, 58.47200000000001);(292.503, 65.51400000000001);(299.488, 137.441);(276.551, 159.49599999999998);(252.548, 0.47399999999998954);(0.0, 0);(0.0, 0);(259.447, 105.50299999999999);(276.49, 163.53199999999998);(253.521, 0.47199999999998);(276.51, 69.512);(238.508, 35.497000000000014);(275.455, 138.553);(0.0, 0);(245.523, 73.46100000000001);29.48
(0.0, 0);(0.0, 0);(300.523, 163.481);(316.501, 87.51599999999999);(283.511, 163.50400000000002);(0.0, 0);(308.516, 60.49799999999999);(261.514, 21.501000000000005);(323.486, 132.488);(0.0, 0);(292.536, 58.52199999999999);(292.513, 65.511);(299.495, 137.443);(277.483, 159.483);(253.486, 0.47399999999998954);(0.0, 0);(0.0, 0);(259.452, 105.50200000000001);(276.499, 163.54000000000002);(254.49, 0.47100000000000364);(276.522, 69.51400000000001);(239.485, 35.494);(275.463, 139.496);(0.0, 0);(245.521, 73.46000000000001);29.52
(0.0, 0);(0.0, 0);(300.516, 163.481);(316.526, 88.47200000000001);(283.515, 163.499);(0.0, 0);(308.515, 60.5);(261.526, 20.520999999999987);(323.497, 132.492);(0.0, 0);(292.504, 58.48400000000001);(292.509, 65.51499999999999);(299.499, 137.45);(277.49, 159.495);(252.54, 0.47500000000002274);(0.0, 0);(0.0, 0);(259.455, 105.50200000000001);(276.51, 163.53300000000002);(253.503, 0.4730000000000132);(276.519, 69.517);(238.525, 35.48599999999999);(275.463, 139.505);(0.0, 0);(245.523, 72.506);29.560000000000002
(0.0, 0);(0.0, 0);(300.535, 163.48399999999998);(316.516, 88.47399999999999);(283.526, 163.506);(0.0, 0);(308.492, 60.49799999999999);(261.495, 21.489000000000004);(323.507, 131.536);(0.0, 0);(292.5, 58.497000000000014);(292.497, 65.505);(299.503, 137.447);(277.51, 159.49);(252.512, 0.47500000000002274);(0.0, 0);(0.0, 0);(259.464, 105.524);(276.532, 163.54000000000002);(0.0, 0);(276.519, 69.494);(239.497, 34.543000000000006);(275.466, 139.501);(0.0, 0);(245.532, 73.46000000000001);29.6
(0.0, 0);(0.0, 0);(300.547, 162.558);(316.549, 88.47);(283.546, 163.48000000000002);(0.0, 0);(308.494, 59.52799999999999);(261.509, 20.516999999999996);(323.528, 131.532);(0.0, 0);(292.498, 58.480999999999995);(292.503, 65.49100000000001);(299.518, 137.443);(277.527, 158.50900000000001);(252.499, 0.4759999999999991);(0.0, 0);(0.0, 0);(259.461, 105.513);(276.546, 163.534);(0.0, 0);(276.528, 68.517);(239.502, 35.48599999999999);(275.474, 139.493);(0.0, 0);(245.528, 72.50800000000001);29.64
(0.0, 0);(0.0, 0);(301.527, 162.52800000000002);(316.534, 87.49199999999999);(284.498, 162.53300000000002);(0.0, 0);(308.5, 60.491000000000014);(261.502, 22.50399999999999);(323.538, 131.504);(0.0, 0);(292.499, 58.48599999999999);(292.506, 65.51400000000001);(299.529, 137.442);(278.49, 158.49099999999999);(252.546, 0.47399999999998954);(0.0, 0);(0.0, 0);(259.476, 106.46799999999999);(277.486, 163.54000000000002);(253.508, 0.47100000000000364);(276.536, 70.489);(238.51, 35.48400000000001);(275.482, 139.518);(0.0, 0);(245.527, 73.46799999999999);29.68
(0.0, 0);(0.0, 0);(306.467, 163.542);(316.535, 86.499);(286.486, 162.498);(0.0, 0);(308.488, 61.492999999999995);(261.512, 22.489000000000004);(324.479, 131.526);(0.0, 0);(291.505, 57.516999999999996);(292.493, 66.482);(299.536, 137.446);(281.487, 157.494);(252.525, 0.4730000000000132);(0.0, 0);(0.0, 0);(259.484, 106.48500000000001);(278.509, 163.486);(253.491, 0.4689999999999941);(276.534, 71.49000000000001);(239.506, 34.48599999999999);(275.482, 139.515);(0.0, 0);(246.519, 74.50800000000001);29.72
(0.0, 0);(0.0, 0);(307.487, 162.55);(316.496, 84.51599999999999);(290.47, 161.485);(0.0, 0);(307.532, 61.501000000000005);(261.514, 20.524);(324.485, 131.53);(0.0, 0);(290.487, 57.47);(292.474, 66.51400000000001);(300.457, 137.453);(283.517, 154.535);(253.481, 0.47500000000002274);(0.0, 0);(0.0, 0);(259.49, 106.511);(282.467, 161.524);(254.486, 0.4700000000000273);(276.529, 72.50299999999999);(239.5, 35.510999999999996);(275.49, 139.53);(0.0, 0);(246.516, 74.517);29.76
(0.0, 0);(0.0, 0);(308.526, 162.512);(316.516, 84.512);(291.51, 159.517);(0.0, 0);(308.482, 62.485000000000014);(261.515, 20.504999999999995);(324.499, 131.487);(0.0, 0);(290.492, 57.477000000000004);(292.483, 66.518);(300.458, 136.511);(284.501, 153.52100000000002);(252.477, 0.47800000000000864);(0.0, 0);(0.0, 0);(259.482, 106.481);(282.506, 160.50900000000001);(0.0, 0);(276.531, 72.493);(239.514, 34.507000000000005);(275.497, 139.518);(0.0, 0);(246.485, 73.5);29.8
(0.0, 0);(0.0, 0);(309.492, 161.48399999999998);(316.495, 84.51400000000001);(292.549, 156.488);(0.0, 0);(308.506, 62.488);(261.497, 23.508999999999986);(324.505, 131.486);(0.0, 0);(290.473, 57.46600000000001);(292.508, 66.511);(300.459, 136.51);(285.538, 152.47899999999998);(252.467, 0.478999999999985);(0.0, 0);(0.0, 0);(259.486, 106.489);(283.478, 158.506);(0.0, 0);(277.491, 72.48599999999999);(239.491, 34.54900000000001);(275.487, 139.514);(0.0, 0);(246.488, 73.50299999999999);29.84
(0.0, 0);(0.0, 0);(310.488, 162.46800000000002);(316.54, 86.48599999999999);(296.51, 155.495);(0.0, 0);(308.498, 62.494);(261.51, 21.510999999999996);(324.506, 130.552);(0.0, 0);(289.501, 57.46199999999999);(292.503, 66.513);(300.457, 136.51);(290.518, 151.476);(0.0, 0);(0.0, 0);(278.487, 160.511);(259.491, 106.513);(284.515, 156.49599999999998);(0.0, 0);(277.484, 72.47800000000001);(239.495, 35.488);(275.481, 139.519);(0.0, 0);(246.491, 74.512);29.88
(0.0, 0);(0.0, 0);(309.515, 159.502);(316.494, 82.543);(298.464, 154.489);(0.0, 0);(308.504, 62.483000000000004);(260.511, 24.508999999999986);(324.499, 130.492);(0.0, 0);(286.511, 56.495000000000005);(292.51, 66.501);(299.543, 136.481);(291.489, 148.505);(252.471, 0.4800000000000182);(0.0, 0);(280.49, 160.513);(259.483, 106.53200000000001);(285.506, 155.49);(0.0, 0);(277.493, 72.47);(237.517, 35.53299999999999);(275.482, 139.521);(0.0, 0);(246.49, 75.505);29.92
(0.0, 0);(0.0, 0);(311.488, 156.52100000000002);(316.481, 82.493);(299.474, 153.498);(0.0, 0);(308.526, 62.48599999999999);(261.499, 24.49600000000001);(325.503, 129.524);(0.0, 0);(286.514, 56.47399999999999);(292.54, 66.51400000000001);(300.489, 135.517);(291.546, 146.549);(252.556, 0.47800000000000864);(252.512, 0.4660000000000082);(282.479, 160.494);(259.475, 106.52600000000001);(287.481, 154.49099999999999);(254.502, 0.47399999999998954);(277.528, 72.495);(237.489, 36.513000000000005);(275.501, 140.496);(0.0, 0);(245.522, 74.519);29.96
(0.0, 0);(0.0, 0);(312.5, 158.49200000000002);(316.522, 84.51599999999999);(299.527, 152.493);(0.0, 0);(308.53, 63.480999999999995);(259.541, 25.519000000000005);(325.502, 130.464);(0.0, 0);(287.511, 57.465);(292.53, 66.53299999999999);(300.487, 136.468);(292.5, 145.529);(253.485, 0.47699999999997544);(252.517, 0.464999999999975);(283.441, 160.486);(259.444, 106.52199999999999);(287.488, 153.474);(256.505, 0.47199999999998);(277.503, 72.505);(238.49, 38.51400000000001);(275.49, 140.489);(0.0, 0);(245.514, 74.476);30.0
(0.0, 0);(0.0, 0);(313.499, 155.495);(316.521, 83.494);(300.496, 150.49599999999998);(0.0, 0);(308.517, 62.49799999999999);(259.523, 26.471000000000004);(325.517, 129.517);(0.0, 0);(288.48, 57.47399999999999);(292.515, 66.519);(300.492, 135.514);(293.481, 145.481);(253.484, 0.47800000000000864);(0.0, 0);(283.489, 159.482);(258.516, 106.529);(289.5, 152.488);(256.484, 0.47399999999998954);(277.486, 72.489);(238.487, 39.49600000000001);(275.483, 140.497);(0.0, 0);(245.507, 74.49199999999999);30.04
(0.0, 0);(0.0, 0);(314.512, 155.51999999999998);(316.502, 83.493);(301.493, 149.498);(0.0, 0);(308.539, 61.50999999999999);(259.518, 25.525000000000006);(326.494, 129.499);(0.0, 0);(285.516, 56.488);(293.484, 66.505);(300.501, 135.494);(294.493, 144.515);(253.482, 0.478999999999985);(253.5, 0.46699999999998454);(283.519, 160.462);(259.445, 107.49199999999999);(290.496, 152.459);(255.506, 0.47399999999998954);(277.533, 72.489);(237.528, 39.480999999999995);(275.478, 140.495);(0.0, 0);(245.506, 75.494);30.080000000000002
(0.0, 0);(0.0, 0);(315.461, 156.49599999999998);(316.503, 83.518);(301.507, 148.51);(0.0, 0);(308.516, 62.494);(259.508, 26.46799999999999);(326.517, 129.482);(0.0, 0);(290.472, 58.489000000000004);(292.531, 66.52600000000001);(300.52, 135.479);(294.496, 144.48399999999998);(253.494, 0.48099999999999454);(0.0, 0);(283.509, 159.511);(259.444, 107.488);(290.474, 151.487);(256.499, 0.4759999999999991);(277.52, 72.50899999999999);(238.486, 38.507000000000005);(275.478, 139.538);(0.0, 0);(245.512, 75.53);30.12
(0.0, 0);(0.0, 0);(315.47, 156.49);(316.475, 83.52000000000001);(301.513, 147.538);(0.0, 0);(308.524, 62.5);(258.502, 25.52199999999999);(327.501, 129.5);(0.0, 0);(286.507, 56.51599999999999);(292.535, 66.536);(300.522, 135.492);(294.514, 143.511);(253.504, 0.48200000000002774);(0.0, 0);(283.521, 160.463);(258.509, 106.50899999999999);(290.479, 150.5);(255.497, 0.4730000000000132);(277.528, 73.458);(237.526, 37.50200000000001);(275.471, 140.491);(0.0, 0);(245.485, 74.47900000000001);30.16
(0.0, 0);(0.0, 0);(315.477, 156.50400000000002);(316.5, 84.488);(301.509, 147.52800000000002);(0.0, 0);(309.496, 62.508999999999986);(257.479, 25.494);(327.499, 129.508);(0.0, 0);(285.503, 56.46799999999999);(293.505, 66.53999999999999);(300.528, 136.459);(294.521, 143.507);(255.51, 0.48099999999999454);(0.0, 0);(283.508, 158.505);(259.459, 106.53399999999999);(290.486, 149.514);(257.5, 0.46800000000001774);(278.511, 73.46700000000001);(238.498, 38.516999999999996);(275.496, 141.49);(0.0, 0);(245.511, 74.477);30.2
(0.0, 0);(0.0, 0);(315.478, 156.483);(316.539, 85.48500000000001);(301.514, 147.50900000000001);(0.0, 0);(308.521, 63.49199999999999);(257.504, 25.48400000000001);(326.517, 129.508);(0.0, 0);(285.515, 56.502999999999986);(292.543, 67.519);(300.525, 136.469);(295.487, 143.47899999999998);(254.522, 0.478999999999985);(0.0, 0);(283.507, 158.489);(259.478, 107.50200000000001);(290.495, 148.53);(257.501, 0.46699999999998454);(278.502, 73.506);(237.491, 38.488);(275.503, 142.482);(0.0, 0);(245.519, 73.52199999999999);30.240000000000002
(0.0, 0);(0.0, 0);(315.471, 155.53300000000002);(317.525, 85.501);(301.515, 147.505);(0.0, 0);(309.493, 62.49600000000001);(256.513, 25.49000000000001);(327.49, 129.507);(0.0, 0);(284.494, 56.47300000000001);(293.509, 67.50399999999999);(300.537, 136.481);(295.501, 142.514);(255.496, 0.47800000000000864);(0.0, 0);(283.503, 157.517);(259.482, 108.5);(290.5, 148.513);(258.5, 0.46699999999998454);(279.483, 73.50999999999999);(237.523, 38.512);(275.523, 142.512);(0.0, 0);(245.54, 75.493);30.28
(0.0, 0);(0.0, 0);(315.461, 155.52800000000002);(317.516, 83.52600000000001);(301.513, 147.48399999999998);(0.0, 0);(309.499, 61.504999999999995);(256.51, 25.502999999999986);(327.501, 129.49);(0.0, 0);(283.509, 55.507000000000005);(293.527, 67.494);(300.543, 136.474);(295.513, 142.481);(255.506, 0.47699999999997544);(0.0, 0);(283.48, 156.524);(259.52, 109.495);(290.507, 147.539);(259.489, 0.46699999999998454);(279.514, 73.513);(237.53, 39.507000000000005);(275.536, 143.483);(0.0, 0);(247.505, 79.494);30.32
